Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2014,S08000024,,65-74 years,,Males,,Coronary Heart Disease,127,,363.6051306,,373.4571872
2014,S08000024,,65-74 years,,Females,,Coronary Heart Disease,35,,88.76264868,,89.17437539
2014,S08000024,,75plus years,,Males,,Coronary Heart Disease,308,,1256.373649,,1390.761734
2014,S08000024,,75plus years,,Females,,Coronary Heart Disease,317,,853.0219041,,822.3620404
2014,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,29.51407189
2014,S08000025,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,92.83602874
2014,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,701.1344107
2014,S08000025,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,140.2435137
2014,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,939.1093269
2014,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,599.3783874
2014,S08000026,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,119.1113055
2014,S08000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,30.73722041
2014,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,303.8926492
2014,S08000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,81.33688258
2014,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1734.830826
2014,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,983.3292289
2014,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,166.4220067
2014,S08000028,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,169.4530541
2014,S08000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,112.9920801
2014,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1681.466237
2014,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,759.3466119
2014,S08000029,,0-44 years,,Males,,Coronary Heart Disease,5,,5.207302721,,5.603286197
2014,S08000029,,0-44 years,,Females,,Coronary Heart Disease,2,,2.053662193,,2.039805344
2014,S08000029,,45-64 years,,Males,,Coronary Heart Disease,49,,97.89231845,,99.28673822
2014,S08000029,,45-64 years,,Females,,Coronary Heart Disease,23,,43.63332827,,43.92499445
2014,S08000029,,65-74 years,,Males,,Coronary Heart Disease,75,,390.1373283,,402.5250413
2014,S08000029,,65-74 years,,Females,,Coronary Heart Disease,31,,147.3103973,,151.5322909
2014,S08000029,,75plus years,,Males,,Coronary Heart Disease,145,,1149.51641,,1254.257128
2014,S08000029,,75plus years,,Females,,Coronary Heart Disease,106,,582.5776312,,562.607638
2014,S08000030,,0-44 years,,Males,,Coronary Heart Disease,4,,3.682800401,,4.325750461
2014,S08000030,,0-44 years,,Females,,Coronary Heart Disease,1,,0.9239497,,0.978632264
2014,S08000030,,45-64 years,,Males,,Coronary Heart Disease,70,,126.931167,,127.0630475
2014,S08000030,,45-64 years,,Females,,Coronary Heart Disease,17,,29.38380434,,29.68198746
2014,S08000030,,65-74 years,,Males,,Coronary Heart Disease,69,,323.3667635,,334.5478057
2014,S08000030,,65-74 years,,Females,,Coronary Heart Disease,31,,131.4283292,,134.8163585
2014,S08000030,,75plus years,,Males,,Coronary Heart Disease,203,,1286.927856,,1384.10925
2014,S08000030,,75plus years,,Females,,Coronary Heart Disease,198,,851.4664144,,800.1457321
2014,S08000031,,0-44 years,,Males,,Coronary Heart Disease,19,,5.85906181,,6.846137641
2014,S08000031,,0-44 years,,Females,,Coronary Heart Disease,11,,3.378772707,,3.682820561
2014,S08000031,,45-64 years,,Males,,Coronary Heart Disease,163,,111.0021519,,114.8645992
2014,S08000031,,45-64 years,,Females,,Coronary Heart Disease,53,,33.3627093,,35.10196563
2014,S08000031,,65-74 years,,Males,,Coronary Heart Disease,191,,411.700041,,419.6197649
2014,S08000031,,65-74 years,,Females,,Coronary Heart Disease,91,,170.6964792,,173.2490095
2014,S08000031,,75plus years,,Males,,Coronary Heart Disease,417,,1269.135953,,1399.562156
2014,S08000031,,75plus years,,Females,,Coronary Heart Disease,446,,818.6640724,,803.0292991
2014,S08000032,,0-44 years,,Males,,Coronary Heart Disease,14,,7.920209546,,8.419745021
2014,S08000032,,0-44 years,,Females,,Coronary Heart Disease,4,,2.243875622,,2.476205554
2014,S08000032,,45-64 years,,Males,,Coronary Heart Disease,100,,111.3660155,,114.3135331
2014,S08000032,,45-64 years,,Females,,Coronary Heart Disease,45,,46.81988909,,48.02548796
2014,S08000032,,65-74 years,,Males,,Coronary Heart Disease,128,,430.8168692,,436.6330982
2014,S08000032,,65-74 years,,Females,,Coronary Heart Disease,55,,162.1940431,,163.8769456
2014,S08000032,,75plus years,,Males,,Coronary Heart Disease,248,,1308.016878,,1464.207557
2014,S08000032,,75plus years,,Females,,Coronary Heart Disease,261,,876.2505875,,902.1509449
2014,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,86,,5.922375561,,6.488464646
2014,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,28,,1.925385799,,2.001267566
2014,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,754,,105.096629,,106.7422054
2014,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,242,,32.03850976,,32.71924542
2014,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,966,,380.5771693,,391.0546309
2014,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,396,,140.7314481,,143.3423008
2014,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2183,,1260.756569,,1388.504496
2014,S92000003,d,75plus years,,Females,,Coronary Heart Disease,2217,,852.4038018,,830.2342207
2015,S08000015,,0-44 years,,Males,,Coronary Heart Disease,9,,9.952119249,,10.96857157
2015,S08000015,,0-44 years,,Females,,Coronary Heart Disease,3,,3.241491086,,3.360713748
2015,S08000015,,45-64 years,,Males,,Coronary Heart Disease,67,,129.406084,,129.0273417
2015,S08000015,,45-64 years,,Females,,Coronary Heart Disease,21,,37.02071397,,37.11375705
2015,S08000015,,65-74 years,,Males,,Coronary Heart Disease,87,,411.3864195,,424.5405155
2015,S08000015,,65-74 years,,Females,,Coronary Heart Disease,38,,161.695247,,162.4921568
2015,S08000015,,75plus years,,Males,,Coronary Heart Disease,200,,1406.1731,,1554.341594
2015,S08000015,,75plus years,,Females,,Coronary Heart Disease,194,,958.7348653,,940.9836899
2015,S08000016,,0-44 years,,Males,,Coronary Heart Disease,3,,11.6423471,,12.52937262
2015,S08000016,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2015,S08000016,,45-64 years,,Males,,Coronary Heart Disease,15,,87.08272859,,85.91998071
2015,S08000016,,45-64 years,,Females,,Coronary Heart Disease,5,,28.05049088,,27.82720873
2015,S08000016,,65-74 years,,Males,,Coronary Heart Disease,27,,367.9476697,,384.9438238
2015,S08000016,,65-74 years,,Females,,Coronary Heart Disease,12,,154.7787953,,158.9050758
2015,S08000016,,75plus years,,Males,,Coronary Heart Disease,78,,1578.308377,,1939.450295
2015,S08000016,,75plus years,,Females,,Coronary Heart Disease,62,,923.3060313,,903.4061579
2015,S08000017,,0-44 years,,Males,,Coronary Heart Disease,1,,2.942214899,,3.03997568
2015,S08000017,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2015,S08000017,,45-64 years,,Males,,Coronary Heart Disease,25,,114.4950767,,110.2371033
2015,S08000017,,45-64 years,,Females,,Coronary Heart Disease,7,,30.03647286,,29.16671271
2015,S08000017,,65-74 years,,Males,,Coronary Heart Disease,37,,375.1013788,,392.6313582
2015,S08000017,,65-74 years,,Females,,Coronary Heart Disease,14,,135.187331,,137.3905851
2015,S08000017,,75plus years,,Males,,Coronary Heart Disease,96,,1370.645346,,1490.875662
2015,S08000017,,75plus years,,Females,,Coronary Heart Disease,100,,1096.852035,,1071.42947
2015,S08000019,,0-44 years,,Males,,Coronary Heart Disease,3,,3.724625985,,4.021120592
2015,S08000019,,0-44 years,,Females,,Coronary Heart Disease,3,,3.695400458,,3.999138341
2015,S08000019,,45-64 years,,Males,,Coronary Heart Disease,51,,121.6806242,,124.8304559
2015,S08000019,,45-64 years,,Females,,Coronary Heart Disease,11,,25.20276772,,26.26539702
2015,S08000019,,65-74 years,,Males,,Coronary Heart Disease,54,,359.0425532,,371.0242642
2015,S08000019,,65-74 years,,Females,,Coronary Heart Disease,32,,194.7301162,,201.3823278
2015,S08000019,,75plus years,,Males,,Coronary Heart Disease,119,,1212.429954,,1377.554427
2015,S08000019,,75plus years,,Females,,Coronary Heart Disease,108,,767.2634271,,765.6447776
2015,S08000020,,0-44 years,,Males,,Coronary Heart Disease,3,,1.784280489,,1.955591315
2015,S08000020,,0-44 years,,Females,,Coronary Heart Disease,2,,1.233441054,,1.358783591
2015,S08000020,,45-64 years,,Males,,Coronary Heart Disease,62,,79.34882769,,80.67181849
2015,S08000020,,45-64 years,,Females,,Coronary Heart Disease,13,,16.48177496,,16.85525682
2015,S08000020,,65-74 years,,Males,,Coronary Heart Disease,90,,330.8580251,,349.0746933
2015,S08000020,,65-74 years,,Females,,Coronary Heart Disease,27,,93.49677956,,95.47012771
2015,S08000020,,75plus years,,Males,,Coronary Heart Disease,213,,1163.807234,,1284.274384
2015,S08000020,,75plus years,,Females,,Coronary Heart Disease,213,,814.7184823,,777.0773743
2015,S08000022,,0-44 years,,Males,,Coronary Heart Disease,4,,5.071315372,,5.867717742
2015,S08000022,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2015,S08000022,,45-64 years,,Males,,Coronary Heart Disease,58,,124.2475525,,121.2334567
2015,S08000022,,45-64 years,,Females,,Coronary Heart Disease,12,,24.46682706,,23.99241168
2015,S08000022,,65-74 years,,Males,,Coronary Heart Disease,63,,323.6245955,,326.2598894
2015,S08000022,,65-74 years,,Females,,Coronary Heart Disease,22,,107.4691026,,109.5377731
2015,S08000022,,75plus years,,Males,,Coronary Heart Disease,169,,1338.18988,,1513.237396
2015,S08000022,,75plus years,,Females,,Coronary Heart Disease,144,,807.4464506,,777.3693827
2015,S08000024,,0-44 years,,Males,,Coronary Heart Disease,7,,2.775035778,,2.878150732
2015,S08000024,,0-44 years,,Females,,Coronary Heart Disease,3,,1.172062713,,1.323159778
2015,S08000024,,45-64 years,,Males,,Coronary Heart Disease,103,,94.97289123,,98.64457179
2015,S08000024,,45-64 years,,Females,,Coronary Heart Disease,33,,29.3299441,,29.91480873
2015,S08000024,,65-74 years,,Males,,Coronary Heart Disease,119,,331.4117025,,343.974023
2015,S08000024,,65-74 years,,Females,,Coronary Heart Disease,56,,138.5247118,,144.5664008
2015,S08000024,,75plus years,,Males,,Coronary Heart Disease,323,,1294.277929,,1398.232008
2015,S08000024,,75plus years,,Females,,Coronary Heart Disease,321,,859.7139643,,834.5060102
2015,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2015,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2015,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,87.82794744
2015,S08000025,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,31.1498754
2015,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,563.2051129
2015,S08000025,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,146.9723692
2015,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1120.553745
2015,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1491.731694
2015,S08000026,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,18.10469688
2015,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2015,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,59.19348872
2015,S08000026,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2015,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,733.3629391
2015,S08000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,328.3052351
2015,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,2409.366051
2015,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,990.4533968
2015,S08000028,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,14.64741578
2015,S08000028,,0-44 years,,Females,,Coronary Heart Disease,,c,,c,15.34078457
2015,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,122.0396395
2015,S08000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,71.08572643
2015,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,546.3587934
2015,S08000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,121.6323055
2015,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1840.468262
2015,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1026.502863
2015,S08000029,,0-44 years,,Males,,Coronary Heart Disease,4,,4.194806829,,4.626649189
2015,S08000029,,0-44 years,,Females,,Coronary Heart Disease,1,,1.028203625,,1.049292777
2015,S08000029,,45-64 years,,Males,,Coronary Heart Disease,64,,127.5433946,,128.4954727
2015,S08000029,,45-64 years,,Females,,Coronary Heart Disease,23,,43.45690209,,43.33577958
2015,S08000029,,65-74 years,,Males,,Coronary Heart Disease,80,,406.5867046,,409.5496242
2015,S08000029,,65-74 years,,Females,,Coronary Heart Disease,32,,149.0729526,,154.5678323
2015,S08000029,,75plus years,,Males,,Coronary Heart Disease,146,,1137.425989,,1264.811612
2015,S08000029,,75plus years,,Females,,Coronary Heart Disease,154,,837.6849434,,813.7870656
2015,S08000030,,0-44 years,,Males,,Coronary Heart Disease,5,,4.600662495,,5.70190287
2015,S08000030,,0-44 years,,Females,,Coronary Heart Disease,2,,1.852743914,,2.168763458
2015,S08000030,,45-64 years,,Males,,Coronary Heart Disease,42,,76.1021218,,76.14261057
2015,S08000030,,45-64 years,,Females,,Coronary Heart Disease,19,,32.74055693,,32.64155152
2015,S08000030,,65-74 years,,Males,,Coronary Heart Disease,78,,358.5053086,,379.4790752
2015,S08000030,,65-74 years,,Females,,Coronary Heart Disease,46,,191.7465611,,196.9442328
2015,S08000030,,75plus years,,Males,,Coronary Heart Disease,213,,1318.069307,,1432.165798
2015,S08000030,,75plus years,,Females,,Coronary Heart Disease,240,,1030.75073,,976.9437703
2015,S08000031,,0-44 years,,Males,,Coronary Heart Disease,25,,7.64322642,,8.986150601
2015,S08000031,,0-44 years,,Females,,Coronary Heart Disease,6,,1.837801744,,2.082492439
2015,S08000031,,45-64 years,,Males,,Coronary Heart Disease,213,,144.4097168,,147.6148236
2015,S08000031,,45-64 years,,Females,,Coronary Heart Disease,48,,29.93003853,,31.7386982
2015,S08000031,,65-74 years,,Males,,Coronary Heart Disease,233,,493.6440678,,507.1209766
2015,S08000031,,65-74 years,,Females,,Coronary Heart Disease,79,,146.7664927,,150.7508341
2015,S08000031,,75plus years,,Males,,Coronary Heart Disease,399,,1206.896552,,1264.607205
2015,S08000031,,75plus years,,Females,,Coronary Heart Disease,462,,849.7645674,,833.5464409
2015,S08000032,,0-44 years,,Males,,Coronary Heart Disease,14,,7.96749263,,8.559914325
2015,S08000032,,0-44 years,,Females,,Coronary Heart Disease,2,,1.129522325,,1.192568114
2015,S08000032,,45-64 years,,Males,,Coronary Heart Disease,92,,101.7125294,,104.9799616
2015,S08000032,,45-64 years,,Females,,Coronary Heart Disease,21,,21.63052995,,22.17565888
2015,S08000032,,65-74 years,,Males,,Coronary Heart Disease,127,,417.5708555,,430.7629549
2015,S08000032,,65-74 years,,Females,,Coronary Heart Disease,58,,168.7076413,,172.4481922
2015,S08000032,,75plus years,,Males,,Coronary Heart Disease,267,,1374.588138,,1538.923422
2015,S08000032,,75plus years,,Females,,Coronary Heart Disease,264,,881.2631438,,903.2026624
2015,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,80,,5.499479955,,6.108787763
2015,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,23,,1.581419014,,1.727299981
2015,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,802,,111.372647,,113.0572774
2015,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,217,,28.52170804,,29.02202675
2015,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,1020,,393.2014695,,406.6274463
2015,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,424,,148.3181284,,152.3742478
2015,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2266,,1285.513298,,1412.136506
2015,S92000003,d,75plus years,,Females,,Coronary Heart Disease,2310,,883.5510337,,863.3246184
2016,S08000015,,0-44 years,,Males,,Coronary Heart Disease,1,,1.114789918,,1.239526005
2016,S08000015,,0-44 years,,Females,,Coronary Heart Disease,3,,3.278616861,,3.46496069
2016,S08000015,,45-64 years,,Males,,Coronary Heart Disease,65,,125.4705144,,124.1517063
2016,S08000015,,45-64 years,,Females,,Coronary Heart Disease,19,,33.24642601,,33.03249703
2016,S08000015,,65-74 years,,Males,,Coronary Heart Disease,97,,448.9078119,,453.2105164
2016,S08000015,,65-74 years,,Females,,Coronary Heart Disease,42,,176.0268231,,176.7461494
2016,S08000015,,75plus years,,Males,,Coronary Heart Disease,191,,1318.514428,,1418.90662
2016,S08000015,,75plus years,,Females,,Coronary Heart Disease,170,,831.4178119,,811.0281734
2016,S08000016,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016,S08000016,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000016,,45-64 years,,Males,,Coronary Heart Disease,21,,121.6051885,,118.9451504
2016,S08000016,,45-64 years,,Females,,Coronary Heart Disease,6,,33.29264233,,32.60511262
2016,S08000016,,65-74 years,,Males,,Coronary Heart Disease,13,,172.4595383,,171.0103752
2016,S08000016,,65-74 years,,Females,,Coronary Heart Disease,6,,75.82459244,,76.55354168
2016,S08000016,,75plus years,,Males,,Coronary Heart Disease,49,,977.2636617,,1113.125512
2016,S08000016,,75plus years,,Females,,Coronary Heart Disease,48,,708.1735025,,691.9771646
2016,S08000017,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2016,S08000017,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000017,,45-64 years,,Males,,Coronary Heart Disease,30,,137.8803199,,133.5991752
2016,S08000017,,45-64 years,,Females,,Coronary Heart Disease,5,,21.35200922,,20.69966326
2016,S08000017,,65-74 years,,Males,,Coronary Heart Disease,42,,420.1680672,,430.2508389
2016,S08000017,,65-74 years,,Females,,Coronary Heart Disease,21,,200.6497229,,203.5848788
2016,S08000017,,75plus years,,Males,,Coronary Heart Disease,88,,1227.849867,,1337.689793
2016,S08000017,,75plus years,,Females,,Coronary Heart Disease,77,,829.9202414,,793.3896743
2016,S08000019,,0-44 years,,Males,,Coronary Heart Disease,4,,4.965613129,,5.413939548
2016,S08000019,,0-44 years,,Females,,Coronary Heart Disease,3,,3.699364942,,3.704409305
2016,S08000019,,45-64 years,,Males,,Coronary Heart Disease,39,,92.15936481,,96.59561456
2016,S08000019,,45-64 years,,Females,,Coronary Heart Disease,13,,29.51325826,,30.12126501
2016,S08000019,,65-74 years,,Males,,Coronary Heart Disease,57,,370.8281829,,386.1739209
2016,S08000019,,65-74 years,,Females,,Coronary Heart Disease,29,,172.2192529,,177.5976989
2016,S08000019,,75plus years,,Males,,Coronary Heart Disease,100,,996.9095803,,1018.06557
2016,S08000019,,75plus years,,Females,,Coronary Heart Disease,125,,878.7964004,,876.1399188
2016,S08000020,,0-44 years,,Males,,Coronary Heart Disease,4,,2.390385868,,2.576365348
2016,S08000020,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000020,,45-64 years,,Males,,Coronary Heart Disease,86,,109.818544,,110.3909923
2016,S08000020,,45-64 years,,Females,,Coronary Heart Disease,15,,18.89811397,,19.29630924
2016,S08000020,,65-74 years,,Males,,Coronary Heart Disease,80,,286.2458852,,297.2803396
2016,S08000020,,65-74 years,,Females,,Coronary Heart Disease,40,,135.2905364,,140.6556824
2016,S08000020,,75plus years,,Males,,Coronary Heart Disease,196,,1056.660736,,1175.761446
2016,S08000020,,75plus years,,Females,,Coronary Heart Disease,223,,848.1022286,,808.5678207
2016,S08000022,,0-44 years,,Males,,Coronary Heart Disease,5,,6.345016624,,7.081264592
2016,S08000022,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2016,S08000022,,45-64 years,,Males,,Coronary Heart Disease,39,,83.61204013,,81.6475892
