FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDischargesQF,CrudeRate,CrudeRateQF,EASR
2012/13,S08000017,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,98,,1078.107811,,1091.798994
2012/13,S08000017,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,46,,470.6363822,,480.7426225
2012/13,S08000017,,Emergency,,75plus years,,Males,,Coronary Heart Disease,124,,1898.056023,,1964.973611
2012/13,S08000017,,Emergency,,75plus years,,Females,,Coronary Heart Disease,84,,938.7572642,,923.0565286
2012/13,S08000019,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,36,,43.9453125,,44.59715627
2012/13,S08000019,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,11,,13.30494944,,12.48167262
2012/13,S08000019,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,192,,470.7843955,,475.9213245
2012/13,S08000019,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,90,,212.9723846,,218.4989881
2012/13,S08000019,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,123,,899.122807,,904.8826879
2012/13,S08000019,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,86,,559.6772094,,565.9739741
2012/13,S08000019,,Emergency,,75plus years,,Males,,Coronary Heart Disease,131,,1459.284839,,1498.270559
2012/13,S08000019,,Emergency,,75plus years,,Females,,Coronary Heart Disease,127,,945.7144985,,932.0622319
2012/13,S08000020,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,36,,21.91247185,,23.43742968
2012/13,S08000020,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,12,,7.515830217,,7.751337737
2012/13,S08000020,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,359,,462.6407897,,465.012722
2012/13,S08000020,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,130,,167.0500251,,169.1723116
2012/13,S08000020,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,233,,946.1160515,,969.8847887
2012/13,S08000020,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,146,,544.146696,,554.2605391
2012/13,S08000020,,Emergency,,75plus years,,Males,,Coronary Heart Disease,303,,1770.583767,,1813.227166
2012/13,S08000020,,Emergency,,75plus years,,Females,,Coronary Heart Disease,314,,1233.452489,,1224.308003
2012/13,S08000022,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,33,,41.3710102,,42.21893404
2012/13,S08000022,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,8,,10.15279963,,9.270040424
2012/13,S08000022,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,279,,592.0173149,,591.7294328
2012/13,S08000022,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,97,,198.4126984,,196.1147334
2012/13,S08000022,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,174,,978.8478848,,988.1367106
2012/13,S08000022,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,110,,582.25704,,589.5724091
2012/13,S08000022,,Emergency,,75plus years,,Males,,Coronary Heart Disease,214,,1853.295228,,1893.744922
2012/13,S08000022,,Emergency,,75plus years,,Females,,Coronary Heart Disease,187,,1099.482596,,1080.26257
2012/13,S08000024,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,69,,27.73133561,,29.87999767
2012/13,S08000024,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,18,,7.179409454,,7.494852715
2012/13,S08000024,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,464,,439.015621,,449.2592954
2012/13,S08000024,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,157,,143.8545694,,147.2465778
2012/13,S08000024,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,329,,1009.51212,,1026.614161
2012/13,S08000024,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,168,,451.4430053,,459.1881132
2012/13,S08000024,,Emergency,,75plus years,,Males,,Coronary Heart Disease,320,,1376.225701,,1436.320117
2012/13,S08000024,,Emergency,,75plus years,,Females,,Coronary Heart Disease,342,,941.5781069,,915.416829
2012/13,S08000025,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,18.05426597
2012/13,S08000025,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2012/13,S08000025,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,674.2066644
2012/13,S08000025,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,247.2983877
2012/13,S08000025,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1391.932877
2012/13,S08000025,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,767.0325184
2012/13,S08000025,,Emergency,,75plus years,,Males,,Coronary Heart Disease,,c,,c,2625.262565
2012/13,S08000025,,Emergency,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1508.496399
2012/13,S08000026,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,81.05872622
2012/13,S08000026,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2012/13,S08000026,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,537.7477639
2012/13,S08000026,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,473.7128931
2012/13,S08000026,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1150.049781
2012/13,S08000026,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,879.844886
2012/13,S08000026,,Emergency,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1277.577012
2012/13,S08000026,,Emergency,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1666.348815
2012/13,S08000028,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,51.03528726
2012/13,S08000028,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2012/13,S08000028,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,645.4082181
2012/13,S08000028,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,283.8287681
2012/13,S08000028,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1296.21936
2012/13,S08000028,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,470.7446072
2012/13,S08000028,,Emergency,,75plus years,,Males,,Coronary Heart Disease,,c,,c,2290.685544
2012/13,S08000028,,Emergency,,75plus years,,Females,,Coronary Heart Disease,,c,,c,885.4686192
2012/13,S08000029,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,34,,34.75167881,,35.78441749
2012/13,S08000029,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,15,,15.11654859,,14.54068945
2012/13,S08000029,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,316,,634.6783426,,636.954859
2012/13,S08000029,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,116,,222.2137083,,224.3655711
2012/13,S08000029,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,201,,1121.589197,,1122.49871
2012/13,S08000029,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,118,,602.1022553,,620.9221398
2012/13,S08000029,,Emergency,,75plus years,,Males,,Coronary Heart Disease,234,,1966.221326,,2052.07976
2012/13,S08000029,,Emergency,,75plus years,,Females,,Coronary Heart Disease,203,,1144.75836,,1137.277672
2012/13,S08000030,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,42,,38.40596938,,43.37121752
2012/13,S08000030,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,20,,18.29106573,,18.45223558
2012/13,S08000030,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,289,,524.3105951,,524.3611448
2012/13,S08000030,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,107,,185.9091304,,186.3433514
2012/13,S08000030,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,219,,1090.31166,,1101.744631
2012/13,S08000030,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,95,,422.2597564,,425.4141991
2012/13,S08000030,,Emergency,,75plus years,,Males,,Coronary Heart Disease,252,,1676.200612,,1689.434887
2012/13,S08000030,,Emergency,,75plus years,,Females,,Coronary Heart Disease,256,,1125.472611,,1097.909385
2012/13,S08000031,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,145,,44.5345373,,49.3679142
2012/13,S08000031,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,55,,16.74501303,,17.46710964
2012/13,S08000031,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,968,,666.6207561,,680.5476215
2012/13,S08000031,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,442,,283.8464404,,291.253799
2012/13,S08000031,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,463,,1038.302835,,1050.99349
2012/13,S08000031,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,351,,672.4137931,,677.0098858
2012/13,S08000031,,Emergency,,75plus years,,Males,,Coronary Heart Disease,481,,1522.055566,,1578.449445
2012/13,S08000031,,Emergency,,75plus years,,Females,,Coronary Heart Disease,642,,1189.946619,,1178.042714
2012/13,S08000032,,Emergency,,0-44 years,,Males,,Coronary Heart Disease,60,,33.28636258,,33.8980492
2012/13,S08000032,,Emergency,,0-44 years,,Females,,Coronary Heart Disease,22,,12.08246834,,11.44785804
2012/13,S08000032,,Emergency,,45-64 years,,Males,,Coronary Heart Disease,532,,602.2459699,,613.8964787
2012/13,S08000032,,Emergency,,45-64 years,,Females,,Coronary Heart Disease,196,,208.0083203,,212.0063639
2012/13,S08000032,,Emergency,,65-74 years,,Males,,Coronary Heart Disease,326,,1159.234763,,1180.830605
2012/13,S08000032,,Emergency,,65-74 years,,Females,,Coronary Heart Disease,181,,555.6749455,,562.8008546
2012/13,S08000032,,Emergency,,75plus years,,Males,,Coronary Heart Disease,399,,2235.66986,,2311.267136
2012/13,S08000032,,Emergency,,75plus years,,Females,,Coronary Heart Disease,435,,1511.518816,,1525.659595
2012/13,S92000003,d,Emergency,,0-44 years,,Males,,Coronary Heart Disease,516,,35.28111045,,37.53010802
2012/13,S92000003,d,Emergency,,0-44 years,,Females,,Coronary Heart Disease,177,,12.05370641,,12.06641631
2012/13,S92000003,d,Emergency,,45-64 years,,Males,,Coronary Heart Disease,4057,,569.9786873,,576.4235964
2012/13,S92000003,d,Emergency,,45-64 years,,Females,,Coronary Heart Disease,1603,,215.1357315,,217.8299921
2012/13,S92000003,d,Emergency,,65-74 years,,Males,,Coronary Heart Disease,2558,,1070.386938,,1085.311685
2012/13,S92000003,d,Emergency,,65-74 years,,Females,,Coronary Heart Disease,1500,,559.0569083,,567.2032527
2012/13,S92000003,d,Emergency,,75plus years,,Males,,Coronary Heart Disease,2926,,1784.244257,,1838.366026
2012/13,S92000003,d,Emergency,,75plus years,,Females,,Coronary Heart Disease,3079,,1210.003851,,1193.251159
2012/13,S08000015,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,31,,32.97205884,,35.40384004
2012/13,S08000015,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,4,,4.142201787,,4.483400518
2012/13,S08000015,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,448,,863.0487969,,858.9833886
2012/13,S08000015,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,124,,220.868512,,219.7161085
2012/13,S08000015,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,310,,1570.654101,,1599.724565
2012/13,S08000015,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,178,,808.833553,,833.2192257
2012/13,S08000015,,Transfer,,75plus years,,Males,,Coronary Heart Disease,316,,2429.087555,,2428.871916
2012/13,S08000015,,Transfer,,75plus years,,Females,,Coronary Heart Disease,311,,1568.330812,,1538.873847
2012/13,S08000016,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,4,,14.93819323,,15.45868619
2012/13,S08000016,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,6,,22.00946407,,17.91701861
2012/13,S08000016,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,88,,513.7786081,,510.8102183
2012/13,S08000016,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,18,,102.1740364,,100.9666785
2012/13,S08000016,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,69,,1034.793041,,1055.857983
2012/13,S08000016,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,47,,653.2314107,,651.9716675
2012/13,S08000016,,Transfer,,75plus years,,Males,,Coronary Heart Disease,72,,1561.822126,,1550.867541
2012/13,S08000016,,Transfer,,75plus years,,Females,,Coronary Heart Disease,47,,727.1039604,,718.7954616
2012/13,S08000017,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,17,,48.0171732,,47.70514998
2012/13,S08000017,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,2,,5.590965001,,4.874210552
2012/13,S08000017,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,191,,860.942078,,850.2381797
2012/13,S08000017,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,51,,220.4547419,,218.8573789
2012/13,S08000017,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,203,,2233.223322,,2263.889248
2012/13,S08000017,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,51,,521.7925107,,537.5843724
2012/13,S08000017,,Transfer,,75plus years,,Males,,Coronary Heart Disease,163,,2495.025256,,2622.922793
2012/13,S08000017,,Transfer,,75plus years,,Females,,Coronary Heart Disease,93,,1039.3384,,1022.205574
2012/13,S08000019,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,18,,21.97265625,,21.51645001
2012/13,S08000019,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,7,,8.466786008,,7.874685942
2012/13,S08000019,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,180,,441.3603707,,448.099356
2012/13,S08000019,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,65,,153.8133889,,156.6614122
2012/13,S08000019,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,140,,1023.391813,,1020.43115
2012/13,S08000019,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,101,,657.2953273,,667.1206925
2012/13,S08000019,,Transfer,,75plus years,,Males,,Coronary Heart Disease,158,,1760.05347,,1723.378728
2012/13,S08000019,,Transfer,,75plus years,,Females,,Coronary Heart Disease,102,,759.5502271,,757.0303747
2012/13,S08000020,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,39,,23.73851117,,25.09928654
2012/13,S08000020,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,13,,8.142149402,,8.546196297
2012/13,S08000020,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,581,,748.7306374,,754.8923185
2012/13,S08000020,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,193,,248.0050372,,251.6581282
2012/13,S08000020,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,469,,1904.413855,,1942.996607
2012/13,S08000020,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,185,,689.5009504,,706.5510146
2012/13,S08000020,,Transfer,,75plus years,,Males,,Coronary Heart Disease,444,,2594.518787,,2594.690554
2012/13,S08000020,,Transfer,,75plus years,,Females,,Coronary Heart Disease,401,,1575.205248,,1586.979133
2012/13,S08000022,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,30,,37.61000928,,37.97846372
2012/13,S08000022,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,4,,5.076399817,,4.955446355
2012/13,S08000022,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,377,,799.9660492,,790.7751163
2012/13,S08000022,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,95,,194.3217149,,192.6541597
2012/13,S08000022,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,273,,1535.778578,,1539.140364
2012/13,S08000022,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,121,,640.482744,,650.9822679
2012/13,S08000022,,Transfer,,75plus years,,Males,,Coronary Heart Disease,295,,2554.776132,,2537.111233
2012/13,S08000022,,Transfer,,75plus years,,Females,,Coronary Heart Disease,193,,1134.760113,,1121.578594
2012/13,S08000024,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,57,,22.90849463,,24.61972238
2012/13,S08000024,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,14,,5.583985131,,5.987584727
2012/13,S08000024,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,576,,544.9849088,,559.7422711
2012/13,S08000024,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,168,,153.933552,,158.391228
2012/13,S08000024,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,427,,1310.217858,,1333.876479
2012/13,S08000024,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,182,,489.0632558,,491.1870679
2012/13,S08000024,,Transfer,,75plus years,,Males,,Coronary Heart Disease,405,,1741.785653,,1759.725365
2012/13,S08000024,,Transfer,,75plus years,,Females,,Coronary Heart Disease,303,,834.2051649,,823.0320736
2012/13,S08000025,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2012/13,S08000025,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2012/13,S08000025,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,544.247391
2012/13,S08000025,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,228.7921711
2012/13,S08000025,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1503.453543
2012/13,S08000025,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,778.7415687
2012/13,S08000025,,Transfer,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1050.758279
2012/13,S08000025,,Transfer,,75plus years,,Females,,Coronary Heart Disease,,c,,c,754.3877301
2012/13,S08000026,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,16.72640382
2012/13,S08000026,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2012/13,S08000026,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,484.3838871
2012/13,S08000026,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,160.2097676
2012/13,S08000026,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,1127.346041
2012/13,S08000026,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,1008.105933
2012/13,S08000026,,Transfer,,75plus years,,Males,,Coronary Heart Disease,,c,,c,548.8493843
2012/13,S08000026,,Transfer,,75plus years,,Females,,Coronary Heart Disease,,c,,c,735.094293
2012/13,S08000028,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,,c,,c,38.27646544
2012/13,S08000028,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2012/13,S08000028,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,935.2049281
2012/13,S08000028,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,236.6396206
2012/13,S08000028,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,2502.621323
2012/13,S08000028,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,997.3324472
2012/13,S08000028,,Transfer,,75plus years,,Males,,Coronary Heart Disease,,c,,c,3579.837265
2012/13,S08000028,,Transfer,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1000.376033
2012/13,S08000029,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,31,,31.68535421,,31.29726869
2012/13,S08000029,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,11,,11.08546897,,10.55329483
2012/13,S08000029,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,355,,713.0088975,,717.4783854
2012/13,S08000029,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,110,,210.7198958,,213.1313098
2012/13,S08000029,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,257,,1434.071759,,1451.625953
2012/13,S08000029,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,149,,760.2816614,,780.7448797
2012/13,S08000029,,Transfer,,75plus years,,Males,,Coronary Heart Disease,293,,2461.977985,,2525.620759
2012/13,S08000029,,Transfer,,75plus years,,Females,,Coronary Heart Disease,209,,1178.593583,,1158.352545
2012/13,S08000030,,Transfer,,0-44 years,,Males,,Coronary Heart Disease,45,,41.14925291,,46.23017528
2012/13,S08000030,,Transfer,,0-44 years,,Females,,Coronary Heart Disease,14,,12.80374601,,12.94881523
2012/13,S08000030,,Transfer,,45-64 years,,Males,,Coronary Heart Disease,375,,680.3338171,,682.0465998
2012/13,S08000030,,Transfer,,45-64 years,,Females,,Coronary Heart Disease,110,,191.1215359,,191.0872218
2012/13,S08000030,,Transfer,,65-74 years,,Males,,Coronary Heart Disease,319,,1588.170865,,1607.687149
2012/13,S08000030,,Transfer,,65-74 years,,Females,,Coronary Heart Disease,102,,453.3736332,,457.9424654
